customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
MO33320,OR,Male,College,4657.1595,18024.0,65.0,0,Personal Auto,Two-Door Car,312.0
QZ81258,OR,Female,College,13197.928899999999,0.0,68.0,3,Personal Auto,Four-Door Car,326.4
NY56352,OR,Female,Bachelor,2803.9166999999998,23220.0,74.0,0,Personal Auto,Four-Door Car,251.334247
EA27048,CA,Female,High School or Below,8646.5041,64125.0,108.0,0,Personal Auto,SUV,369.818708
UT38865,OR,Female,College,7425.8706,58042.0,62.0,0,Corporate Auto,Four-Door Car,161.419528
QC89139,OR,Female,High School or Below,4528.7374,90034.0,112.0,0,Corporate Auto,SUV,537.6
LA14484,NV,Male,High School or Below,2227.0728,27972.0,61.0,0,Special Auto,Four-Door Car,292.8
HN57556,CA,Female,High School or Below,7292.9488,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
CV31235,AZ,Male,Bachelor,3184.3552,50989.0,80.0,0,Corporate Auto,Four-Door Car,255.999709
WR45726,AZ,Female,Bachelor,11315.203700000002,11885.0,101.0,0,Special Auto,Four-Door Car,484.8
LB25094,CA,Female,Bachelor,2530.7051,89451.0,63.0,0,Special Auto,Four-Door Car,61.769564
KW56110,OR,Male,Bachelor,18361.5553,0.0,182.0,0,Personal Auto,Luxury Car,1310.4
XO36233,WA,Male,Bachelor,8641.53,78904.0,109.0,0,Personal Auto,SUV,250.001424
ZX86243,AZ,Male,Doctor,3278.5319,70247.0,83.0,1,Personal Auto,Four-Door Car,141.799422
DW29763,AZ,Male,High School or Below,5271.982099999999,32653.0,67.0,0,Personal Auto,Two-Door Car,321.6
CT83377,WA,Male,High School or Below,3763.6377,93595.0,97.0,4,Special Auto,Four-Door Car,49.797016
OQ90898,CA,Male,Master,13955.569599999999,90279.0,115.0,0,Personal Auto,SUV,372.175592
GO77248,OR,Female,College,5001.5275,0.0,72.0,0,Personal Auto,Four-Door Car,542.14385
QW33258,CA,Male,Bachelor,7082.830400000001,53310.0,189.0,3,Personal Auto,Luxury Car,1360.8
OU79745,CA,Male,College,7619.482800000001,0.0,105.0,0,Personal Auto,Four-Door Car,504.0
VZ79886,OR,Female,Bachelor,12550.882,22234.0,160.0,0,Personal Auto,SUV,768.0
FI92440,WA,Female,High School or Below,32196.6004,91375.0,99.0,0,Personal Auto,Two-Door Car,72.632934
YG85980,NV,Female,High School or Below,6793.7741000000005,22250.0,86.0,0,Personal Auto,Two-Door Car,720.601429
QM74621,OR,Male,Bachelor,5272.3197,0.0,80.0,0,Personal Auto,Four-Door Car,576.0
EI71732,OR,Female,Doctor,6265.3432999999995,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786
VN79010,CA,Female,High School or Below,8547.5861,51179.0,71.0,0,Corporate Auto,Four-Door Car,466.176731
FI61723,CA,Male,Bachelor,2787.4237,38667.0,72.0,0,Personal Auto,Four-Door Car,159.266473
OH55411,CA,Female,Master,4626.8011,79487.0,114.0,0,Corporate Auto,SUV,547.2
TF10720,NV,Female,Doctor,8663.364,67763.0,107.0,2,Personal Auto,Four-Door Car,41.283167
NW30838,NV,Male,High School or Below,3872.2221999999997,41390.31196581197,62.0,2,Corporate Auto,Four-Door Car,503.808329
CB58476,OR,Female,College,5170.8115,41390.31196581197,71.0,0,Corporate Auto,Four-Door Car,859.599411
WI69346,CA,Female,Master,8960.280200000001,71943.0,112.0,0,Corporate Auto,SUV,305.653785
FS76657,OR,Female,College,5471.8343,53526.0,68.0,0,Personal Auto,Four-Door Car,278.902846
YX89016,OR,Male,College,34931.0017,35005.0,295.0,0,Personal Auto,Luxury Car,1416.0
PK28821,CA,Male,College,2620.3923,24721.0,67.0,0,Personal Auto,Four-Door Car,139.963594
MB51200,WA,Male,College,19069.499499999998,0.0,102.0,2,Personal Auto,Four-Door Car,734.4
XG44587,AZ,Male,Master,5757.4423,88997.0,72.0,0,Personal Auto,Four-Door Car,174.041566
FG91922,AZ,Male,Master,40224.0136,48587.0,111.0,0,Personal Auto,SUV,532.8
OM99303,AZ,Female,High School or Below,2701.4883,76310.0,67.0,0,Personal Auto,Two-Door Car,321.6
RV67546,CA,Male,Bachelor,3712.4305,73205.0,92.0,0,Personal Auto,Four-Door Car,37.299865
UJ79253,OR,Female,College,21850.84,51056.0,78.0,0,Personal Auto,Four-Door Car,95.816516
PN98247,CA,Male,College,7840.1658,58414.0,210.0,2,Personal Auto,Luxury SUV,1008.0
IB67546,CA,Female,Bachelor,8237.037900000001,23940.0,107.0,0,Personal Auto,SUV,513.6
OE19087,CA,Female,High School or Below,2243.4739,0.0,62.0,0,Personal Auto,Four-Door Car,446.4
CM95716,CA,Male,Bachelor,8434.464100000001,44216.0,71.0,0,Personal Auto,Four-Door Car,72.205362
MW62634,CA,Male,High School or Below,2227.0728,27972.0,61.0,0,Corporate Auto,Four-Door Car,292.8
QW67581,AZ,Female,High School or Below,5170.026,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
SN16059,CA,Female,Master,2641.4460999999997,29305.0,66.0,0,Personal Auto,Four-Door Car,475.2
OE51254,CA,Female,College,2790.683,53882.0,69.0,0,Personal Auto,Four-Door Car,331.2
RM42344,OR,Male,College,2745.1297999999997,91757.0,69.0,1,Personal Auto,Four-Door Car,331.2
GB35238,CA,Female,Bachelor,7579.5327,33906.0,64.0,0,Personal Auto,Two-Door Car,401.592109
ML82674,OR,Male,Bachelor,10978.7803,68158.0,139.0,1,Personal Auto,SUV,253.183568
EI85244,CA,Male,College,8255.0601,0.0,134.0,3,Personal Auto,SUV,643.2
DE28132,OR,Male,College,4747.7346,42165.0,123.0,0,Corporate Auto,SUV,799.673766
TV25678,WA,Male,College,3540.9043,0.0,101.0,0,Personal Auto,SUV,727.2
TY26512,CA,Male,Doctor,3436.1342999999997,30817.0,88.0,0,Personal Auto,Four-Door Car,91.834668
OB69153,CA,Male,Bachelor,2582.1853,68074.0,65.0,0,Personal Auto,Four-Door Car,27.987867
QZ77637,WA,Female,College,11665.0978,84978.0,35353.0,1,Corporate Auto,Four-Door Car,166.77296
XN41715,CA,Female,Master,7396.2837,71135.0,92.0,1,Personal Auto,Four-Door Car,270.563995
QR15857,CA,Female,College,4330.7998,0.0,61.0,0,Personal Auto,Two-Door Car,292.8
FL69363,OR,Male,Master,9075.768199999999,37722.0,116.0,0,Personal Auto,Sports Car,158.077504
IS30295,AZ,Female,Bachelor,14635.451599999999,0.0,139.0,0,Personal Auto,SUV,667.2
WA25797,WA,Male,High School or Below,8564.768199999999,95697.0,107.0,0,Personal Auto,Sports Car,178.006524
NL59519,CA,Female,College,11565.6875,64642.0,96.0,0,Personal Auto,Four-Door Car,404.265696
ZU93025,OR,Female,College,2771.045,50071.0,71.0,0,Personal Auto,Two-Door Car,18.918935
DK94262,OR,Male,High School or Below,8507.1288,46754.0,106.0,1,Personal Auto,SUV,513.818403
UQ30615,CA,Male,College,7582.1138,64801.0,64.0,0,Corporate Auto,Four-Door Car,268.471802
OR40060,AZ,Male,Bachelor,3323.0925,70410.0,83.0,0,Personal Auto,Four-Door Car,131.828507
DK32872,NV,Female,High School or Below,5234.3317,66957.0,131.0,1,Personal Auto,SUV,628.8
FA46418,NV,Female,High School or Below,24709.5996,24213.0,78.0,1,Personal Auto,Four-Door Car,374.4
ER19995,WA,Female,College,17786.2778,99790.0,6464.0,0,Personal Auto,Four-Door Car,178.986788
KI75855,OR,Male,Master,2551.2267,79751.0,63.0,0,Personal Auto,Two-Door Car,392.235698
ND41876,AZ,Male,High School or Below,7247.7137,86122.0,182.0,1,Personal Auto,Luxury SUV,873.6
PN21042,AZ,Male,Bachelor,4538.8478000000005,82297.0,116.0,0,Personal Auto,Sports Car,0.382107
GJ43254,WA,Male,College,31642.1046,89057.0,98.0,0,Corporate Auto,Two-Door Car,187.363583
AL46984,CA,Male,High School or Below,8730.421999999999,43259.0,73.0,0,Personal Auto,Four-Door Car,350.4
JP58047,OR,Male,College,8332.7306,0.0,79.0,0,Personal Auto,Four-Door Car,379.2
ZE85014,CA,Male,College,2357.7470000000003,25064.0,62.0,0,Personal Auto,Four-Door Car,297.6
KU88219,AZ,Male,Master,4637.164000000001,25816.0,119.0,0,Personal Auto,Sports Car,571.2
UU98729,CA,Male,Bachelor,5357.1927000000005,0.0,73.0,0,Personal Auto,Four-Door Car,350.853987
WS82822,OR,Female,College,5391.971,41662.0,69.0,0,Corporate Auto,Four-Door Car,217.973168
YB49933,AZ,Male,Bachelor,3694.1405,96170.0,92.0,0,Personal Auto,Four-Door Car,441.6
XC16387,AZ,Female,High School or Below,5040.4124,46072.0,64.0,0,Personal Auto,Four-Door Car,25.934064
XJ96748,AZ,Female,High School or Below,27495.4219,37931.0,99.0,0,Personal Auto,Four-Door Car,475.2
TM98684,OR,Male,High School or Below,4842.285,35127.0,62.0,0,Personal Auto,Four-Door Car,297.6
AY18433,WA,Female,High School or Below,27382.818900000002,45473.0,76.0,0,Special Auto,Two-Door Car,188.938397
DM74502,NV,Female,College,5227.1019,93087.0,131.0,3,Corporate Auto,Sports Car,628.8
FT56968,AZ,Male,High School or Below,2590.096,22398.0,67.0,2,Personal Auto,Four-Door Car,321.6
OX36896,CA,Male,High School or Below,10536.078000000001,92983.0,87.0,1,Corporate Auto,Four-Door Car,153.205591
BZ65376,AZ,Male,Bachelor,8581.2787,27689.0,239.0,2,Personal Auto,Luxury SUV,2893.239678
LN34660,CA,Female,College,9463.113299999999,69654.0,118.0,0,Corporate Auto,SUV,629.532731
JC29295,CA,Female,Bachelor,13441.006399999998,80744.0,111.0,0,Personal Auto,SUV,361.284757
KJ87930,CA,Female,Bachelor,3886.5047999999997,41390.31196581197,112.0,0,Corporate Auto,SUV,1185.988301
XT36360,AZ,Female,High School or Below,6784.8937,0.0,64.0,1,Personal Auto,Four-Door Car,460.8
IX35050,AZ,Male,Bachelor,23594.6802,76358.0,66.0,0,Special Auto,Four-Door Car,86.461582
UN97379,OR,Male,Bachelor,2538.6263,18608.0,71.0,0,Corporate Auto,Four-Door Car,340.8
MR57294,CA,Male,High School or Below,5639.941999999999,73168.0,70.0,0,Personal Auto,Four-Door Car,425.800112
UG79499,WA,Male,Bachelor,11681.3743,70930.0,99.0,0,Personal Auto,Four-Door Car,190.43446
UA50747,WA,Female,High School or Below,25997.75,62262.0,72.0,0,Corporate Auto,Four-Door Car,193.505325
GL20444,NV,Female,Master,13778.369299999998,91474.0,113.0,0,Corporate Auto,Two-Door Car,24.087774
SP58110,CA,Female,Bachelor,4923.1817,61469.0,63.0,5,Personal Auto,Four-Door Car,302.4
XM91635,AZ,Female,High School or Below,2272.3354,16618.0,62.0,0,Special Auto,Four-Door Car,219.288706
TV82603,CA,Female,Bachelor,14895.398000000001,48081.0,188.0,0,Personal Auto,Luxury SUV,881.360959
BB82067,OR,Male,Doctor,9756.045,67632.0,121.0,0,Personal Auto,Sports Car,26.951627
JP94676,OR,Female,Bachelor,9422.9741,34115.0,119.0,0,Personal Auto,SUV,466.122541
VU53417,AZ,Male,High School or Below,3837.3576000000003,23051.0,99.0,0,Personal Auto,Two-Door Car,475.2
IW54795,CA,Male,College,10952.1319,23748.0,99.0,0,Personal Auto,Four-Door Car,607.095655
RN78170,AZ,Female,College,8159.136600000001,40589.0,69.0,0,Corporate Auto,Four-Door Car,331.2
IX55883,CA,Female,College,19480.4998,50809.0,83.0,0,Personal Auto,Four-Door Car,290.381707
XM72420,AZ,Female,High School or Below,3919.3667,66676.0,97.0,0,Personal Auto,Four-Door Car,558.099357
GC15104,NV,Female,Bachelor,7985.1421,52339.0,70.0,3,Corporate Auto,Four-Door Car,336.0
RX13282,OR,Male,Bachelor,12168.7449,14973.0,115.0,0,Personal Auto,SUV,828.0
QA85890,AZ,Female,High School or Below,5849.3215,41390.31196581197,83.0,0,Corporate Auto,Four-Door Car,540.514115
IR62668,AZ,Female,Bachelor,5085.8366,31546.0,65.0,0,Personal Auto,Four-Door Car,100.049832
AL96740,CA,Female,College,2903.9397999999997,67763.0,73.0,1,Personal Auto,Four-Door Car,59.861963
SS48498,WA,Female,College,6273.1734,20836.0,79.0,0,Corporate Auto,Four-Door Car,193.57032
PE39479,WA,Male,College,18321.418999999998,88592.0,76.0,0,Corporate Auto,Four-Door Car,199.79727
JH62891,OR,Female,College,5178.7042,66943.0,65.0,1,Special Auto,Four-Door Car,53.084753
FI20423,AZ,Female,High School or Below,14024.358400000001,81872.0,115.0,0,Special Auto,Four-Door Car,256.43803
PM13394,WA,Female,College,5309.4358999999995,22404.0,70.0,1,Personal Auto,Four-Door Car,211.136067
YV67971,CA,Female,High School or Below,4949.8038,21342.0,62.0,0,Personal Auto,Four-Door Car,74.350893
QD31377,CA,Male,Bachelor,8595.6653,34621.0,108.0,1,Corporate Auto,SUV,621.464468
YG10247,OR,Male,College,22951.892000000003,62396.0,64.0,0,Personal Auto,Four-Door Car,307.2
FE73696,OR,Male,High School or Below,3792.1303000000003,97212.0,93.0,0,Personal Auto,Two-Door Car,360.05589
SW19699,AZ,Female,Bachelor,2755.748,49648.0,70.0,0,Personal Auto,Four-Door Car,65.954813
QJ40732,AZ,Male,College,4880.3396,97984.0,61.0,1,Personal Auto,Four-Door Car,407.450118
HM76207,CA,Female,College,9051.9053,26308.0,114.0,0,Corporate Auto,SUV,547.2
NT59303,OR,Female,College,10115.4462,63528.0,256.0,0,Personal Auto,Luxury Car,1228.8
PU41393,NV,Male,College,8269.0754,20225.0,114.0,1,Special Auto,SUV,547.2
QO86948,NV,Male,High School or Below,8071.653,0.0,112.0,0,Personal Auto,SUV,806.4
QN10888,OR,Female,High School or Below,7726.9936,87620.0,64.0,0,Personal Auto,Four-Door Car,24.063693
VY19543,CA,Female,Bachelor,8311.1359,41390.31196581197,72.0,0,Corporate Auto,Four-Door Car,311.329282
XC15133,NV,Female,Master,2574.0204,34990.0,65.0,0,Personal Auto,Four-Door Car,42.689135
ST43550,OR,Male,Bachelor,5727.3270999999995,99934.0,71.0,0,Special Auto,Four-Door Car,460.323855
FX36546,WA,Male,Master,3679.1421,60804.0,92.0,0,Personal Auto,Four-Door Car,213.225001
JX68983,OR,Male,Bachelor,2744.5196,94648.0,69.0,0,Personal Auto,Four-Door Car,331.2
HX78576,CA,Female,High School or Below,5636.7403,24516.0,71.0,0,Personal Auto,Four-Door Car,300.607591
ZQ11381,AZ,Male,Bachelor,16870.3882,61063.0,85.0,0,Personal Auto,Four-Door Car,262.504882
ON39271,CA,Male,Master,2738.002,0.0,74.0,0,Personal Auto,Two-Door Car,263.365432
SB18278,OR,Male,Bachelor,4644.7005,41390.31196581197,64.0,0,Corporate Auto,Four-Door Car,307.2
ZT30559,CA,Female,High School or Below,4746.6865,15169.0,63.0,0,Personal Auto,Four-Door Car,302.4
XI41106,AZ,Male,College,16874.3282,55390.0,71.0,0,Corporate Auto,Two-Door Car,256.268091
ZS88847,OR,Female,Bachelor,2387.6061,27592.0,62.0,0,Personal Auto,Four-Door Car,297.6
RU49126,WA,Female,College,4465.3357,61846.0,112.0,0,Personal Auto,SUV,215.8182
KR62797,AZ,Female,High School or Below,4591.6259,83297.0,113.0,0,Personal Auto,SUV,542.4
ZJ73220,AZ,Female,College,13092.5858,0.0,188.0,0,Special Auto,Luxury Car,1353.6
FY62633,OR,Male,Bachelor,9112.2666,0.0,90.0,0,Personal Auto,Four-Door Car,432.0
CU36986,CA,Female,High School or Below,4165.1666,55897.0,104.0,0,Personal Auto,Four-Door Car,499.2
WZ53904,AZ,Male,Bachelor,2659.9806,21297.0,71.0,0,Personal Auto,Four-Door Car,45.507952
AA71604,AZ,Female,Master,11986.5921,87560.0,98.0,1,Personal Auto,Two-Door Car,470.4
TD10493,OR,Female,High School or Below,2898.7327,0.0,96.0,4,Personal Auto,Four-Door Car,691.2
LY97989,OR,Female,Bachelor,2894.2439,0.0,85.0,0,Personal Auto,Four-Door Car,408.0
VX39856,AZ,Female,Doctor,3500.4544,89398.0,86.0,0,Personal Auto,Four-Door Car,82.409922
TP51897,CA,Female,College,2621.8086,36843.0,68.0,3,Corporate Auto,Four-Door Car,357.642982
QQ89253,OR,Female,College,10221.805,0.0,134.0,0,Personal Auto,SUV,643.2
EI91403,CA,Male,High School or Below,2578.271,34946.0,65.0,0,Personal Auto,Two-Door Car,420.35698
QG15435,AZ,Female,College,6242.5957,75680.0,78.0,0,Personal Auto,Four-Door Car,136.787725
FZ55002,NV,Female,Doctor,5220.281,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
HX77930,WA,Female,College,3136.4321,49532.0,79.0,1,Personal Auto,Four-Door Car,220.186677
UN37063,AZ,Male,Bachelor,4525.3658000000005,10269.0,65.0,0,Personal Auto,Two-Door Car,170.798204
VB87946,CA,Male,College,4970.3573,49714.0,63.0,3,Personal Auto,Four-Door Car,266.165535
AB60627,CA,Male,High School or Below,15467.788999999999,77517.0,129.0,0,Corporate Auto,SUV,98.921782
TA34903,OR,Male,High School or Below,5838.899200000001,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903
AQ51368,OR,Female,Bachelor,10656.882,72540.0,88.0,0,Corporate Auto,Two-Door Car,631.743039
NZ26102,OR,Female,High School or Below,2289.6187,0.0,65.0,0,Personal Auto,Four-Door Car,468.0
GB45753,CA,Male,High School or Below,5439.8042000000005,61546.0,68.0,0,Corporate Auto,Two-Door Car,29.209521
BV79904,CA,Female,Master,7956.1501,44818.0,67.0,1,Personal Auto,Two-Door Car,136.883999
OB49075,AZ,Male,Bachelor,4458.1134,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
DS97676,OR,Female,College,2555.0515,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
JO63462,CA,Male,Bachelor,3307.9990000000003,79797.0,84.0,0,Corporate Auto,Two-Door Car,31.755601
NJ10602,WA,Female,College,8459.0532,92717.0,70.0,0,Personal Auto,Two-Door Car,224.27582
RS24501,OR,Female,College,13350.120900000002,28919.0,173.0,0,Personal Auto,SUV,830.4
VT78274,AZ,Male,College,4931.2213,0.0,68.0,0,Personal Auto,Four-Door Car,480.159011
SU56153,NV,Male,Bachelor,7776.8352,63568.0,65.0,0,Corporate Auto,Two-Door Car,390.792553
MN20737,NV,Female,College,2553.6722,73935.0,64.0,1,Corporate Auto,Four-Door Car,72.071195
KL43114,AZ,Female,High School or Below,4876.4697,41390.31196581197,66.0,0,Corporate Auto,Two-Door Car,316.8
YQ15567,OR,Female,Bachelor,9034.3058,18846.0,115.0,0,Personal Auto,SUV,552.0
TR88637,AZ,Female,High School or Below,8105.9108,38893.0,103.0,0,Personal Auto,SUV,41.965252
TC88986,OR,Male,High School or Below,5619.6891000000005,0.0,153.0,0,Special Auto,SUV,1027.000029
XX88577,CA,Male,Bachelor,15727.1306,84824.0,196.0,0,Corporate Auto,SUV,319.820747
NE49052,CA,Female,High School or Below,6618.0164,20068.0,86.0,0,Corporate Auto,Four-Door Car,411.011162
KX17826,OR,Male,Doctor,4670.048,41390.31196581197,125.0,0,Corporate Auto,SUV,600.0
CC91503,AZ,Female,High School or Below,10169.3698,0.0,135.0,0,Personal Auto,Sports Car,648.0
WH32183,CA,Male,Bachelor,8323.074,97245.0,70.0,0,Personal Auto,Four-Door Car,4.110585
ES90681,CA,Female,College,2417.76,51808.0,61.0,1,Personal Auto,Four-Door Car,351.149904
DW96592,CA,Male,Bachelor,8044.8724,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172
MT23134,OR,Male,High School or Below,5325.724499999999,0.0,73.0,0,Personal Auto,Two-Door Car,496.474767
BM69081,AZ,Male,Bachelor,6947.524,0.0,100.0,0,Personal Auto,SUV,925.137143
MB90871,OR,Female,College,5847.4152,23496.0,77.0,0,Special Auto,Four-Door Car,13.164097
QL77686,NV,Female,College,4724.7861,23986.0,119.0,0,Corporate Auto,SUV,463.335061
ON77827,AZ,Female,Master,2790.228,22974.0,71.0,0,Personal Auto,Four-Door Car,180.667969
KP18988,OR,Female,High School or Below,21531.332799999996,0.0,101.0,0,Personal Auto,Four-Door Car,484.8
TI92884,AZ,Male,Bachelor,12622.8327,61844.0,106.0,0,Personal Auto,Sports Car,508.8
JH73503,AZ,Male,Doctor,20171.961499999998,24804.0,73.0,0,Personal Auto,Two-Door Car,350.4
YE97964,CA,Female,Bachelor,16464.3659,27760.0,104.0,0,Personal Auto,SUV,302.764283
VA30351,OR,Female,High School or Below,5595.3899,74454.0,71.0,0,Personal Auto,Four-Door Car,340.8
PV55726,OR,Female,Master,4170.6873,29462.0,107.0,1,Personal Auto,SUV,513.6
UC88305,AZ,Female,College,2665.4471000000003,52266.0,68.0,0,Corporate Auto,Two-Door Car,141.922839
TS53809,OR,Male,Bachelor,7098.9141,0.0,70.0,0,Personal Auto,Two-Door Car,349.783046
ZV32120,CA,Male,Doctor,3971.3451,23599.0,103.0,0,Corporate Auto,SUV,494.4
FB80807,OR,Male,Bachelor,5528.2128,36088.0,72.0,0,Personal Auto,Four-Door Car,345.6
AS55677,CA,Female,High School or Below,8338.995799999999,70534.0,104.0,0,Personal Auto,Four-Door Car,54.065538
WA15684,OR,Male,College,38445.855899999995,27398.0,125.0,1,Personal Auto,SUV,600.0
SA50567,NV,Male,Bachelor,5448.5552,85296.0,68.0,0,Personal Auto,Four-Door Car,342.515136
KJ31611,AZ,Male,High School or Below,10808.066,31063.0,92.0,0,Personal Auto,Four-Door Car,441.6
VL37375,CA,Male,Bachelor,6185.096500000001,0.0,92.0,0,Personal Auto,Two-Door Car,1027.177255
KN21017,NV,Male,High School or Below,3208.2259000000004,52367.0,81.0,0,Personal Auto,Four-Door Car,275.989978
PX44289,AZ,Male,College,5480.1041000000005,58651.0,71.0,0,Personal Auto,Four-Door Car,472.599683
AM97901,NV,Female,College,22986.1539,84831.0,192.0,0,Special Auto,Sports Car,1336.931716
RE42925,OR,Male,Bachelor,13107.9259,49088.0,114.0,1,Corporate Auto,SUV,547.2
TR81766,CA,Female,College,7462.9263,70263.0,93.0,0,Corporate Auto,Two-Door Car,7.345946
CH85057,OR,Female,Doctor,11463.991000000002,45354.0,285.0,0,Personal Auto,Luxury SUV,540.141566
UP71482,AZ,Male,High School or Below,7236.1325,0.0,63.0,0,Personal Auto,Four-Door Car,383.363758
EG40670,CA,Female,Bachelor,6232.687900000001,28334.0,83.0,0,Special Auto,Four-Door Car,537.765151
HV83672,OR,Female,Bachelor,28393.3299,38772.0,90.0,0,Personal Auto,Four-Door Car,321.873474
MG10140,OR,Female,College,3746.7515999999996,41479.0,94.0,1,Personal Auto,Two-Door Car,19.575683
TC44716,CA,Male,Bachelor,21569.3373,23909.0,119.0,0,Personal Auto,SUV,571.2
QO65264,CA,Male,College,5012.0837,48328.0,63.0,0,Personal Auto,Two-Door Car,108.138715
EB66698,CA,Male,High School or Below,3371.8584,86689.0,85.0,0,Corporate Auto,Two-Door Car,408.0
OT52034,CA,Male,Bachelor,3864.7768,24204.0,99.0,1,Personal Auto,Four-Door Car,707.303416
CH85444,OR,Male,College,4145.7119,25943.0,110.0,0,Corporate Auto,Two-Door Car,1067.333126
PU85769,CA,Male,High School or Below,5156.072700000001,0.0,73.0,0,Personal Auto,Four-Door Car,807.947292
UI73201,CA,Male,College,3667.375,62375.0,92.0,0,Personal Auto,Two-Door Car,618.630955
SL50592,CA,Female,High School or Below,7835.6835,41390.31196581197,71.0,0,Corporate Auto,Four-Door Car,404.272806
XP11075,AZ,Male,Bachelor,14567.2684,0.0,148.0,0,Personal Auto,SUV,710.4
SI31236,OR,Male,Bachelor,10171.339,70200.0,65.0,0,Corporate Auto,Four-Door Car,312.0
JN26745,NV,Female,Bachelor,4135.7752,0.0,112.0,0,Special Auto,Four-Door Car,707.977614
VK48036,OR,Female,College,5511.4911,79027.0,70.0,0,Corporate Auto,Four-Door Car,336.0
JX76668,WA,Female,High School or Below,11314.2439,62935.0,141.0,0,Personal Auto,Sports Car,232.242326
DS45802,CA,Female,High School or Below,5414.6173,26893.0,68.0,0,Personal Auto,Four-Door Car,68.226001
OA96690,OR,Female,High School or Below,7421.5935,47406.0,94.0,1,Personal Auto,Four-Door Car,287.149807
EM27919,CA,Male,Bachelor,4458.1134,17622.0,65.0,1,Personal Auto,Four-Door Car,312.0
QO41043,OR,Female,College,14476.1249,27572.0,124.0,0,Corporate Auto,SUV,595.2
OV50124,OR,Female,College,4936.8884,0.0,72.0,2,Personal Auto,Two-Door Car,391.636628
PR31642,OR,Female,Bachelor,4525.2765,32802.0,114.0,0,Personal Auto,SUV,547.2
BU41599,WA,Female,Master,5581.7613,62739.0,70.0,0,Personal Auto,Two-Door Car,239.328571
TK30357,CA,Female,Bachelor,14134.3474,90844.0,118.0,0,Personal Auto,SUV,232.674417
NF31087,NV,Female,High School or Below,24723.183100000002,44685.0,69.0,0,Personal Auto,Four-Door Car,331.2
NH16984,CA,Female,Bachelor,2838.0678000000003,0.0,80.0,0,Personal Auto,Four-Door Car,336.50961
OS75493,CA,Female,High School or Below,3848.4836,42589.0,98.0,0,Corporate Auto,Four-Door Car,470.4
VT63298,OR,Male,Bachelor,19504.473899999997,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
QS75550,WA,Female,Bachelor,2480.0459,93383.0,62.0,0,Corporate Auto,Two-Door Car,244.212286
SZ16483,AZ,Female,High School or Below,4361.372899999999,79583.0,109.0,2,Personal Auto,Four-Door Car,523.2
VM92311,AZ,Female,High School or Below,2529.0775,89129.0,64.0,0,Personal Auto,Four-Door Car,328.870868
NJ46849,AZ,Male,College,2504.4448,0.0,69.0,0,Personal Auto,Four-Door Car,496.8
WZ31900,OR,Female,Bachelor,8649.7006,94389.0,107.0,0,Corporate Auto,SUV,85.063708
RG30482,OR,Female,College,13668.355300000001,0.0,197.0,0,Personal Auto,SUV,1418.4
ZM86949,OR,Female,High School or Below,20635.0846,84106.0,64.0,0,Personal Auto,Two-Door Car,334.408717
QQ39596,AZ,Female,College,2517.5335999999998,0.0,69.0,0,Personal Auto,Four-Door Car,42.096415
FH51383,CA,Female,High School or Below,5326.6777,76717.0,66.0,0,Personal Auto,Two-Door Car,300.528579
BJ53923,AZ,Male,High School or Below,2600.2721,51978.0,66.0,0,Corporate Auto,Four-Door Car,144.782152
CZ96653,OR,Female,Bachelor,8534.792800000001,47325.0,107.0,0,Personal Auto,SUV,64.598216
FB23788,OR,Male,High School or Below,8828.835,86721.0,111.0,0,Corporate Auto,SUV,532.8
NT43594,NV,Female,Bachelor,2248.4496,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619
RJ85627,WA,Female,Bachelor,12302.7624,43817.0,62.0,1,Personal Auto,Four-Door Car,245.447622
KJ86296,OR,Male,High School or Below,4556.593,0.0,73.0,2,Personal Auto,Four-Door Car,525.6
PI47776,OR,Female,Bachelor,2530.7051,89451.0,63.0,0,Corporate Auto,Four-Door Car,61.769564
MD73554,CA,Male,College,5251.984,59537.0,66.0,0,Personal Auto,Two-Door Car,316.8
UX92071,OR,Male,High School or Below,6743.1193,0.0,199.0,0,Personal Auto,Luxury SUV,955.2
YG44474,OR,Male,College,14014.7213,54193.0,117.0,0,Corporate Auto,SUV,720.752945
UH45301,OR,Male,College,9438.9156,86946.0,118.0,0,Personal Auto,Four-Door Car,340.656963
RY92647,CA,Female,Bachelor,10506.7717,0.0,92.0,0,Personal Auto,Four-Door Car,546.524896
IK12620,AZ,Female,High School or Below,4213.9186,12160.0,109.0,0,Personal Auto,Four-Door Car,489.411833
GQ66762,CA,Male,College,4773.6864000000005,33701.0,63.0,0,Personal Auto,Four-Door Car,171.325856
YT69858,WA,Female,Bachelor,5441.4201,85702.0,67.0,0,Personal Auto,Two-Door Car,249.085887
XD85577,CA,Male,Bachelor,2842.2669,69417.0,73.0,1,Personal Auto,Four-Door Car,30.874869
